Dist_no_2016,Dist_name_2016,Const_no_2016,Const_name_2016,Sbty_no_2016,Sbty_name_2016,Par_no_2016,Par_name_2016,Stn_no_2016,Station_string_2016,Reg.Voters,A.Bwanika,A.Mbabazi,B.Venansius,B.B.Biraaro,K.Besigye.K,J.Mabirizi,M.F.K.Waluube,Y.K.Museveni,T.Votes,V.Votes,Inv.Votes,NON_REP,Original_Station_ID_2016
15,KASESE,229,KASESE MUNICIPALITY,1,BULEMBIA DIVISION,12,KYANJUKI WARD,2,BUNYAKALIJA N. SCHOOL,582,5,3,2,0,217,2,2,160,402,391,11,0,O-15-229-1-12-2
15,KASESE,229,KASESE MUNICIPALITY,1,BULEMBIA DIVISION,12,KYANJUKI WARD,3,MASULE  PRI. SCH.,689,5,3,3,0,306,1,1,171,524,490,34,0,O-15-229-1-12-3
15,KASESE,229,KASESE MUNICIPALITY,1,BULEMBIA DIVISION,13,KATIRI WARD,1,BULEMBIA PRIMARY SCHOOL,129,0,1,0,0,27,0,0,55,83,83,0,0,O-15-229-1-13-1
15,KASESE,229,KASESE MUNICIPALITY,1,BULEMBIA DIVISION,13,KATIRI WARD,2,KATIRI (A-L) - KILEMBE S/CTY HQTRS,529,2,7,2,1,178,1,1,172,370,364,6,0,O-15-229-1-13-2
15,KASESE,229,KASESE MUNICIPALITY,1,BULEMBIA DIVISION,13,KATIRI WARD,3,KANYARUGOBA,204,0,4,0,0,59,0,0,87,153,150,3,0,O-15-229-1-13-3
15,KASESE,229,KASESE MUNICIPALITY,1,BULEMBIA DIVISION,13,KATIRI WARD,4,KATIRI (M-Z) - BULEMBIA DIVISION OFFICES,407,1,4,2,2,131,2,1,138,294,281,13,0,O-15-229-1-13-4
15,KASESE,229,KASESE MUNICIPALITY,1,BULEMBIA DIVISION,16,NAMUHUGA WARD,1,ROAD BARRIER,589,2,2,4,1,274,0,0,176,481,459,22,0,O-15-229-1-16-1
15,KASESE,229,KASESE MUNICIPALITY,1,BULEMBIA DIVISION,16,NAMUHUGA WARD,2,NAMUHUGA PRIMARY SCHOOL,466,0,0,2,1,189,0,1,144,346,337,9,0,O-15-229-1-16-2
15,KASESE,229,KASESE MUNICIPALITY,1,BULEMBIA DIVISION,16,NAMUHUGA WARD,3,ALL SAINTS CHURCH KICEMENTI,645,1,5,3,0,237,2,3,196,486,447,39,0,O-15-229-1-16-3
15,KASESE,229,KASESE MUNICIPALITY,1,BULEMBIA DIVISION,16,NAMUHUGA WARD,4,MBURASAKA PRIMARY SCHOOL,146,2,1,1,0,97,0,0,20,128,121,7,0,O-15-229-1-16-4
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,2,RAILWAY WARD,1,KIDOODO A (A-I),719,1,3,1,1,370,2,0,108,490,486,4,0,O-15-229-2-2-1
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,2,RAILWAY WARD,2,KIKONZO (A-L),735,0,0,0,0,315,0,0,170,495,485,10,0,O-15-229-2-2-2
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,2,RAILWAY WARD,3,RAILWAYS (A-L),731,1,1,3,1,229,0,2,213,465,450,15,0,O-15-229-2-2-3
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,2,RAILWAY WARD,4,KIKONZO - RAILWAY PRI.SCH. (M-Z),704,2,1,1,1,301,0,1,157,471,464,7,0,O-15-229-2-2-4
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,2,RAILWAY WARD,5,RAILWAYS - GOODSHED (M-Z),700,1,4,1,0,199,0,1,211,433,417,16,0,O-15-229-2-2-5
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,2,RAILWAY WARD,6,KIDOODO B (J-MAZ),808,1,2,0,0,357,0,1,168,541,529,12,0,O-15-229-2-2-6
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,2,RAILWAY WARD,7,KIDOODO C (MB-Z),830,3,5,1,1,363,0,1,148,546,522,24,0,O-15-229-2-2-7
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,3,KIREMBE WARD,1,KIREMBE PRI. SCH. (A-L),563,3,2,3,3,242,0,1,142,424,396,28,0,O-15-229-2-3-1
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,3,KIREMBE WARD,2,KIREMBE PRI. SCH. (M-Z),528,5,0,2,2,231,0,1,149,390,390,0,0,O-15-229-2-3-2
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,3,KIREMBE WARD,3,MBARARA INSTITUTE,72,1,1,0,0,28,0,0,24,54,54,0,0,O-15-229-2-3-3
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,5,BASE CAMP WARD,1,BASE CAMP/BINYONYI (A-L),524,2,1,0,1,221,0,0,135,369,360,9,0,O-15-229-2-5-1
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,5,BASE CAMP WARD,2,BASE CAMP/LOWER MARKET (A-L),571,1,1,3,0,218,0,1,158,394,382,12,0,O-15-229-2-5-2
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,5,BASE CAMP WARD,3,BASE CAMP/LOWER MARKET (M-Z),464,1,0,1,0,188,0,0,120,322,310,12,0,O-15-229-2-5-3
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,5,BASE CAMP WARD,4,BASE CAMP/BINYONYI (M-Z),522,1,1,0,2,190,0,0,135,334,329,5,0,O-15-229-2-5-4
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,6,KAMAIBA WARD,1,KAMAIBA MAIN - KITESO CATHOLIC CHURCH,760,0,2,0,0,260,0,0,247,539,509,30,0,O-15-229-2-6-1
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,6,KAMAIBA WARD,2,KILEMBE QUARTERS PLAYGROUND [A - L],686,3,3,0,1,195,0,4,226,443,432,11,0,O-15-229-2-6-2
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,6,KAMAIBA WARD,3,KAMAIBA LOWER - SDA PRI. SCH.,567,0,2,0,0,188,0,0,177,370,367,3,0,O-15-229-2-6-3
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,6,KAMAIBA WARD,4,KAMAIBA UPPER - HABITANT,552,0,3,0,0,238,0,0,157,402,398,4,0,O-15-229-2-6-4
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,6,KAMAIBA WARD,5,KILEMBE QUARTERS PLAYGROUND [M -Z],615,2,3,0,1,167,0,1,214,397,388,9,0,O-15-229-2-6-5
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,8,NYAKABINGO II WARD,1,MULONGOTI PRI. SCH. (A-L),786,1,1,3,1,357,0,0,203,574,566,8,0,O-15-229-2-8-1
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,8,NYAKABINGO II WARD,2,KYANZUKI/KASESE S.S,460,1,4,0,0,193,0,0,131,333,329,4,0,O-15-229-2-8-2
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,8,NYAKABINGO II WARD,3,MULONGOTI PENTECOSTAL CHURCH,518,3,2,0,2,224,2,2,124,372,359,13,0,O-15-229-2-8-3
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,8,NYAKABINGO II WARD,4,MULONGOTI PRI. SCH. (M-Z),680,1,0,2,1,326,1,1,150,486,482,4,0,O-15-229-2-8-4
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,11,TOWN CENTRE WARD,1,TOWN CENTRE (A-L) - KASESE PRI. SCH.,750,1,3,1,0,240,0,1,246,496,492,4,0,O-15-229-2-11-1
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,11,TOWN CENTRE WARD,2,TOWN CENTRE (M-Z) BOMA GROUND,744,1,3,0,0,230,0,2,200,444,436,8,0,O-15-229-2-11-2
15,KASESE,229,KASESE MUNICIPALITY,2,CENTRAL DIVISION,11,TOWN CENTRE WARD,3,NEW BUS PARK,234,0,0,0,0,69,0,1,70,141,140,1,0,O-15-229-2-11-3
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,4,KIHARA WARD,3,KIHARA T/C,856,9,6,1,3,441,2,0,140,631,602,29,0,O-15-229-3-4-3
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,7,KANYANGEYA WARD,1,SALUTI C.O.U A [A - K],876,0,3,2,0,261,0,0,246,536,512,24,0,O-15-229-3-7-1
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,7,KANYANGEYA WARD,2,KANYENGEYA PRIMARY SCHOOL,409,2,1,1,0,146,1,0,156,312,307,5,0,O-15-229-3-7-2
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,7,KANYANGEYA WARD,3,KAMULIKWIZI MARKET [A - K],845,0,0,2,2,199,1,1,305,525,510,15,0,O-15-229-3-7-3
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,7,KANYANGEYA WARD,4,SALUTI PARISH HEADQUARTERS (A-L),617,2,3,0,0,231,0,0,176,420,412,8,0,O-15-229-3-7-4
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,7,KANYANGEYA WARD,5,SALUTI C.O.U A [L - Z],810,1,3,1,0,231,0,1,258,498,495,3,0,O-15-229-3-7-5
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,7,KANYANGEYA WARD,6,KAMULIKWIZI MARKET [L - Z],882,1,1,0,0,218,0,1,323,566,544,22,0,O-15-229-3-7-6
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,7,KANYANGEYA WARD,7,SALUTI PARISH HEADQUARTERS (M-Z),619,1,1,1,0,218,2,2,151,389,376,13,0,O-15-229-3-7-7
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,9,NYAKASANGA I WARD,1,KISAGAZI C.O.U [A-L],454,0,1,0,0,96,1,1,196,304,295,9,0,O-15-229-3-9-1
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,9,NYAKASANGA I WARD,2,UMOJA - NYAKASANGA PRI. SCH. [A-L],876,1,1,1,0,219,0,0,300,522,522,0,0,O-15-229-3-9-2
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,9,NYAKASANGA I WARD,3,KIZUNGU -  (A-I) - RWENZORI VALLEY SCH.,741,0,0,1,0,320,0,1,129,483,451,32,0,O-15-229-3-9-3
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,9,NYAKASANGA I WARD,4,UMOJA - NYAKASANGA PRI. SCH. (M-Z),857,3,5,1,0,218,0,1,270,508,498,10,0,O-15-229-3-9-4
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,9,NYAKASANGA I WARD,5,KIZUNGU - (J-L) - KIZUNGU MARKET,628,0,0,0,1,260,0,0,141,412,402,10,0,O-15-229-3-9-5
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,9,NYAKASANGA I WARD,6,KIZUNGU - (M-M) - MALISELI,887,0,1,2,0,406,0,0,147,572,556,16,0,O-15-229-3-9-6
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,9,NYAKASANGA I WARD,7,KIZUNGU- (N-Z) - TIBANANUKA'S PLACE,385,0,1,0,0,132,0,1,107,242,241,1,0,O-15-229-3-9-7
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,9,NYAKASANGA I WARD,8,KISAGAZI C.O.U [M-Z],475,3,1,0,0,110,0,0,210,329,324,5,0,O-15-229-3-9-8
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,10,NYAKASANGA II WARD,1,KITOORO-ACHOLI QUARTER,757,0,3,0,1,184,0,0,271,468,459,9,0,O-15-229-3-10-1
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,10,NYAKASANGA II WARD,2,MUMBUZI (A-L),607,0,1,0,0,203,1,0,205,411,410,1,0,O-15-229-3-10-2
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,10,NYAKASANGA II WARD,3,HABITANT-MARKET EAST [A-L],547,1,1,0,2,234,0,0,109,350,347,3,0,O-15-229-3-10-3
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,10,NYAKASANGA II WARD,4,NYAMWAMBA WEST PRIMARY SCHOOL,630,0,1,2,0,244,1,0,125,430,373,57,0,O-15-229-3-10-4
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,10,NYAKASANGA II WARD,5,HABITANT-MARKET EAST [M- Z],500,2,2,0,2,217,0,0,119,347,342,5,0,O-15-229-3-10-5
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,10,NYAKASANGA II WARD,6,MUMBUZI (M-Z),503,1,1,0,0,154,0,0,142,313,298,15,0,O-15-229-3-10-6
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,34,RUKOOKI WARD,1,MWARO MARKET,502,0,1,0,0,60,0,1,287,359,349,10,0,O-15-229-3-34-1
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,34,RUKOOKI WARD,2,RUKOOKI DISPENSARY,773,4,1,0,0,136,0,2,348,502,491,11,0,O-15-229-3-34-2
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,34,RUKOOKI WARD,3,KOGERE PENTECOSTAL CHURCH,614,2,0,1,0,190,0,0,228,442,421,21,0,O-15-229-3-34-3
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,34,RUKOOKI WARD,4,KIGORO II (A-K) CATHOLIC CHURCH,684,0,4,5,0,191,2,0,204,416,406,10,0,O-15-229-3-34-4
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,34,RUKOOKI WARD,5,KIGORO II (L-Z) ADOLF PRIMARY SCHOOL,606,2,3,0,0,209,0,0,175,404,389,15,0,O-15-229-3-34-5
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,34,RUKOOKI WARD,6,KEMIHOKO II,366,0,0,0,0,58,1,0,226,295,285,10,0,O-15-229-3-34-6
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,35,SCHEME WARD,1,SEBWE PRIMARY SCHOOL,738,1,5,1,1,114,1,1,340,521,464,57,0,O-15-229-3-35-1
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,35,SCHEME WARD,3,KIBATE PRIMARY SCHOOL,366,2,2,3,0,72,0,0,151,246,230,16,0,O-15-229-3-35-3
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,35,SCHEME WARD,4,KALEMA'S PLACE,807,1,3,4,2,110,1,1,381,514,503,11,0,O-15-229-3-35-4
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,37,KISANGA WARD,1,KISANGA A DISPENSARY [A - K],681,0,3,0,0,271,0,0,171,461,445,16,0,O-15-229-3-37-1
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,37,KISANGA WARD,2,KISANGA B MARKET (A-K),614,0,1,0,0,191,0,1,211,409,404,5,0,O-15-229-3-37-2
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,37,KISANGA WARD,3,KISANGA A DISPENSARY [L - Z],592,0,2,0,0,230,0,0,143,379,375,4,0,O-15-229-3-37-3
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,37,KISANGA WARD,4,KISANGA B MARKET (L-Z),581,1,1,0,1,198,0,0,161,369,362,7,0,O-15-229-3-37-4
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,38,NYAKASANGA III WARD,1,WEST - PENTECOSTAL CHURCH (A-L),745,1,0,0,0,190,0,1,251,461,443,18,0,O-15-229-3-38-1
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,38,NYAKASANGA III WARD,2,WEST - PARISH HEADQUARTERS (M-Z),710,1,1,0,0,156,0,0,225,452,383,69,0,O-15-229-3-38-2
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,38,NYAKASANGA III WARD,3,NYAKASANGA LOWER  (A-L) - KATURAMU'S CLINIC,545,0,0,1,0,122,0,0,224,353,347,6,0,O-15-229-3-38-3
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,38,NYAKASANGA III WARD,4,NYAKASANGA LOWER [M - Z],490,0,0,0,0,111,0,0,186,314,297,17,0,O-15-229-3-38-4
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,38,NYAKASANGA III WARD,5,NYAKASANGA UPPER (A-L),617,1,1,1,0,168,0,1,188,375,360,15,0,O-15-229-3-38-5
15,KASESE,229,KASESE MUNICIPALITY,3,NYAMWAMBA DIVISION,38,NYAKASANGA III WARD,6,NYAKASANGA UPPER [M-Z],549,0,0,2,0,158,2,0,156,327,318,9,0,O-15-229-3-38-6
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,1,BWANSWA,1,GAYAZA,1,KISOJO CATHOLIC CHURCH,295,0,0,0,0,21,0,1,197,231,219,12,0,O-16-81-1-1-1
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,1,BWANSWA,1,GAYAZA,2,KYAKAJANJA STORE,661,2,4,2,4,49,3,2,443,523,509,14,0,O-16-81-1-1-2
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,1,BWANSWA,1,GAYAZA,3,MPANGA TRADING CENTRE,333,1,1,1,1,13,0,3,247,275,267,8,0,O-16-81-1-1-3
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,1,BWANSWA,3,KIHUMURO,1,KIHUMURO 1,585,3,1,3,0,41,1,1,343,408,393,15,0,O-16-81-1-3-1
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,1,BWANSWA,3,KIHUMURO,2,KYAKINAKA TRADING CENTRE,345,0,0,1,0,16,0,0,241,267,258,9,0,O-16-81-1-3-2
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,1,BWANSWA,3,KIHUMURO,3,KIBAMBURA CENTRE,863,1,4,5,0,63,1,0,498,605,572,33,0,O-16-81-1-3-3
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,1,BWANSWA,4,KIHURUMBA,1,KARASA CENTER,231,0,3,0,0,10,0,1,133,153,147,6,0,O-16-81-1-4-1
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,1,BWANSWA,4,KIHURUMBA,2,KIHURUMBA PRIMARY SCHOOL,535,1,5,4,0,20,0,0,374,440,404,36,0,O-16-81-1-4-2
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,1,BWANSWA,5,LUBAYA,1,KYABASAIJA P/SCHOOL (A-M),389,3,3,2,0,44,0,0,238,301,290,11,0,O-16-81-1-5-1
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,1,BWANSWA,5,LUBAYA,2,KITANDA P/SCHOOL,692,1,3,3,0,37,0,1,474,541,519,22,0,O-16-81-1-5-2
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,1,BWANSWA,5,LUBAYA,3,KABWORO CENTRE,178,1,1,2,0,18,0,0,90,115,112,3,0,O-16-81-1-5-3
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,1,BWANSWA,5,LUBAYA,4,KYABASAIJA P/SCHOOL (N-Z),567,5,1,1,1,30,2,1,404,452,445,7,0,O-16-81-1-5-4
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,1,BWANSWA,6,NKONDO,1,BUKUUMI BOYS P/SCHOOL,763,0,2,4,0,60,1,1,414,562,482,80,0,O-16-81-1-6-1
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,1,BWANSWA,6,NKONDO,2,KIKYAMUZI CHAPLE,579,0,1,1,1,29,0,0,406,443,438,5,0,O-16-81-1-6-2
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,1,BWANSWA,6,NKONDO,3,NKONDO T/C,578,0,1,1,0,56,0,0,365,430,423,7,0,O-16-81-1-6-3
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,8,KATATEMWA,1,KAKINDO SUB CTY HQRS,845,5,6,5,2,70,0,1,454,551,543,8,0,O-16-81-2-8-1
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,8,KATATEMWA,2,KIHUUNA T/C  (A-K),637,2,2,4,2,34,1,2,333,408,380,28,0,O-16-81-2-8-2
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,8,KATATEMWA,3,KIRIISA P/SCHOOL (A-J),497,0,4,1,1,25,0,0,286,322,317,5,0,O-16-81-2-8-3
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,8,KATATEMWA,4,ST GREGORY P/SCHOOL (A- K),635,2,4,5,1,51,0,0,247,385,310,75,0,O-16-81-2-8-4
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,8,KATATEMWA,5,KIHUUNA T/C  (L-Z),854,3,2,6,2,50,1,2,446,542,512,30,0,O-16-81-2-8-5
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,8,KATATEMWA,6,KIRIISA P/SCHOOL (K-M),703,2,1,4,1,31,0,0,346,403,385,18,0,O-16-81-2-8-6
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,8,KATATEMWA,7,KIRIISA P/SCHOOL (N-Z),901,0,2,3,1,30,0,0,432,507,468,39,0,O-16-81-2-8-7
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,8,KATATEMWA,8,ST GREGORY P/SCHOOL (L-Z),792,2,1,1,0,19,0,0,149,252,172,80,0,O-16-81-2-8-8
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,9,KIKWAYA,1,KIKWAYA P/SCHOOL(A-J),603,2,2,4,0,62,0,0,331,409,401,8,0,O-16-81-2-9-1
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,9,KIKWAYA,2,KYAKAJUMBI MARKET (A-L),809,1,3,4,4,26,2,0,447,514,487,27,0,O-16-81-2-9-2
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,9,KIKWAYA,3,KYAKABANGALI CENTRE,657,0,0,6,1,39,2,1,390,460,439,21,0,O-16-81-2-9-3
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,9,KIKWAYA,4,KIKWAYA P/SCHOOL(K-M),720,2,3,2,0,52,0,0,421,512,480,32,0,O-16-81-2-9-4
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,9,KIKWAYA,5,KIKWAYA P/SCHOOL(N),483,1,2,3,1,18,0,1,294,338,320,18,0,O-16-81-2-9-5
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,9,KIKWAYA,6,KYAKAJUMBI MARKET (M-Z),950,3,3,7,4,37,0,1,499,597,554,43,0,O-16-81-2-9-6
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,9,KIKWAYA,7,KIKWAYA P/SCHOOL(O-Z),490,0,2,5,1,41,0,0,280,337,329,8,0,O-16-81-2-9-7
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,10,RUKUNYU,1,KAKINDO PRIMARY SCHOOL (A-K),671,1,1,0,0,61,1,0,347,448,411,37,0,O-16-81-2-10-1
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,10,RUKUNYU,2,KIHAGUUZI T/C,768,6,5,6,0,74,2,1,440,577,534,43,0,O-16-81-2-10-2
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,10,RUKUNYU,3,BORN AGAIN CHURCH,768,0,2,3,0,54,1,0,392,475,452,23,0,O-16-81-2-10-3
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,10,RUKUNYU,4,KISAIGI PRIMARY SCHOOL,798,3,5,2,1,70,0,2,490,596,573,23,0,O-16-81-2-10-4
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,10,RUKUNYU,5,KAKINDO PRIMARY SCHOOL (L-Z),781,3,3,6,0,63,0,2,426,523,503,20,0,O-16-81-2-10-5
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,25,RWEMBUBA,1,RUSOLERA MARKET (A-K),543,2,2,2,0,32,1,0,376,422,415,7,0,O-16-81-2-25-1
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,25,RWEMBUBA,2,KIJANGI PR SCHOOL (A-K),570,2,4,6,0,33,2,0,349,419,396,23,0,O-16-81-2-25-2
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,25,RWEMBUBA,3,RWEMBUBA P/S SCHOOL,887,2,4,7,1,47,1,2,512,603,576,27,0,O-16-81-2-25-3
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,25,RWEMBUBA,4,NYAKATETE PRIMARY SCHOOL,744,2,4,1,0,30,2,0,393,484,432,52,0,O-16-81-2-25-4
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,25,RWEMBUBA,5,KATIKARA CATHOLIC CHURCH,295,1,1,4,0,16,1,0,215,247,238,9,0,O-16-81-2-25-5
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,25,RWEMBUBA,6,RUSOLERA MARKET (L-Z),730,2,2,1,0,29,0,0,402,477,436,41,0,O-16-81-2-25-6
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,25,RWEMBUBA,7,KIJANGI PR SCHOOL (L-Z),723,3,5,6,1,36,2,1,421,499,475,24,0,O-16-81-2-25-7
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,30,KIKOORA,1,ST MARY KIKOORA PRI SCH A,361,0,1,1,0,31,1,0,152,210,186,24,0,O-16-81-2-30-1
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,30,KIKOORA,2,ST MARY KIKOORA PRI SCH (B-J),773,3,3,3,1,56,3,0,370,457,439,18,0,O-16-81-2-30-2
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,30,KIKOORA,3,ST MARY KIKOORA PRI SCH (K),950,2,1,4,4,50,0,0,435,559,496,63,0,O-16-81-2-30-3
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,30,KIKOORA,4,ST MARY KIKOORA PRI SCH (L-M),767,1,4,5,2,21,0,0,353,417,386,31,0,O-16-81-2-30-4
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,30,KIKOORA,5,ST MARY KIKOORA PRI SCH (N),805,4,4,4,1,28,0,0,362,450,403,47,0,O-16-81-2-30-5
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,30,KIKOORA,6,ST MARY KIKOORA PRI SCH (O-S),251,3,3,3,0,17,0,1,117,158,144,14,0,O-16-81-2-30-6
16,KIBAALE,81,BUGANGAIZI WEST COUNTY,2,KAKINDO,30,KIKOORA,7,ST MARY KIKOORA PRI SCH (T-Z),905,1,1,0,3,27,0,0,269,404,301,103,0,O-16-81-2-30-7
