Dist_no_2011,Dist_name_2011,Const_no,Const_name_2011,Sbty_no,Sbty_name,Par_no,Par_name,Stn_no,Station_string_2011,Reg.Voters,A.Bwanika,K.Besigye.K,B.O.K.Namisango,B.S.Jaberi,M.Norbert,O.Otunnu,S.L.M.Walter,Y.K.Museveni,T.Votes,V.Votes,Inv.Votes,V.Spoilt,NULLIFIED,NON_REP,Original_Station_ID_2011
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,02,BUSAMUZI,004,LINGIRA,12,BUGAABO,280,0,58,0,0,1,1,2,102,170,164,6,0,0,0,O-90-175-2-4-12
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,02,BUSAMUZI,005,LUNYANJA,01,NAMUGIRI,379,3,38,0,0,0,0,0,115,161,156,5,0,0,0,O-90-175-2-5-1
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,02,BUSAMUZI,005,LUNYANJA,02,BUBANZI,174,0,15,0,0,0,0,0,90,105,105,0,0,0,0,O-90-175-2-5-2
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,05,BUVUMA TOWN COUNCIL,015,BUWANGA WARD,01,KITAMIIRO HC IV,209,0,30,1,0,6,0,0,61,100,98,2,0,0,0,O-90-175-5-15-1
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,05,BUVUMA TOWN COUNCIL,015,BUWANGA WARD,02,BUWANGA BOREHOLE,423,1,39,0,0,4,0,0,147,193,191,2,0,0,0,O-90-175-5-15-2
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,05,BUVUMA TOWN COUNCIL,014,MAGYO WARD,01,KEMBO,467,1,47,0,0,4,1,0,123,179,176,3,0,0,0,O-90-175-5-14-1
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,05,BUVUMA TOWN COUNCIL,014,MAGYO WARD,02,KADININDI,306,1,14,1,0,3,0,0,108,131,127,4,0,0,0,O-90-175-5-14-2
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,05,BUVUMA TOWN COUNCIL,014,MAGYO WARD,03,NDOOTWE,224,1,18,1,0,4,0,0,76,105,100,5,0,0,0,O-90-175-5-14-3
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,05,BUVUMA TOWN COUNCIL,013,WALWANDA WARD,01,WALWANDA,466,3,43,3,0,2,0,0,159,215,210,5,0,0,0,O-90-175-5-13-1
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,05,BUVUMA TOWN COUNCIL,013,WALWANDA WARD,02,KYANAMU,287,0,26,0,0,0,0,1,92,124,119,5,0,0,0,O-90-175-5-13-2
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,05,BUVUMA TOWN COUNCIL,013,WALWANDA WARD,03,GALAMU,100,0,16,0,0,0,1,0,60,79,77,2,0,0,0,O-90-175-5-13-3
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,03,BWEEMA,006,BWEEMA,01,KYANJA,476,0,32,0,0,0,0,1,149,194,182,12,0,0,0,O-90-175-3-6-1
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,03,BWEEMA,006,BWEEMA,02,SERINYA,136,2,33,2,0,0,0,0,48,85,85,0,0,0,0,O-90-175-3-6-2
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,03,BWEEMA,006,BWEEMA,03,NALUBAALE,183,0,23,0,0,3,0,0,29,55,55,0,0,0,0,O-90-175-3-6-3
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,03,BWEEMA,006,BWEEMA,04,MALIJJA BWANIKA,126,0,21,2,0,1,0,2,85,122,111,11,8,0,0,O-90-175-3-6-4
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,03,BWEEMA,006,BWEEMA,05,LUKALU,252,0,32,0,0,0,0,1,40,75,73,2,0,0,0,O-90-175-3-6-5
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,03,BWEEMA,006,BWEEMA,06,BUKWAYA ISLAND,238,4,27,1,0,1,0,0,162,197,195,2,0,0,0,O-90-175-3-6-6
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,03,BWEEMA,006,BWEEMA,07,NAMATALE,650,1,38,0,0,2,0,2,217,270,260,10,0,0,0,O-90-175-3-6-7
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,03,BWEEMA,006,BWEEMA,08,ZIIRU,123,0,20,0,0,0,0,0,28,49,48,1,1,0,0,O-90-175-3-6-8
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,03,BWEEMA,006,BWEEMA,09,BWEEMA S/C HQTRS,165,1,5,1,0,0,0,0,66,73,73,0,0,0,0,O-90-175-3-6-9
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,03,BWEEMA,006,BWEEMA,10,GUNDA,117,0,15,0,0,0,1,0,78,98,94,4,0,0,0,O-90-175-3-6-10
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,03,BWEEMA,006,BWEEMA,11,NYENDA,160,0,14,0,0,1,0,0,66,82,81,1,0,0,0,O-90-175-3-6-11
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,03,BWEEMA,006,BWEEMA,12,KIBIBI,189,0,42,1,0,2,0,0,76,121,121,0,0,0,0,O-90-175-3-6-12
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,03,BWEEMA,006,BWEEMA,13,MALIJJA WABUZIBA,85,0,7,0,0,0,0,0,14,22,21,1,0,0,0,O-90-175-3-6-13
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,03,BWEEMA,007,LWAJJE,01,LWAJJE,364,1,33,1,0,2,0,0,103,145,140,5,0,0,0,O-90-175-3-7-1
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,03,BWEEMA,007,LWAJJE,02,LYABALUME,176,1,51,1,0,0,0,0,80,136,133,3,0,0,0,O-90-175-3-7-2
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,03,BWEEMA,007,LWAJJE,03,KIWOLOLO,297,3,35,1,0,1,0,1,117,158,158,0,0,0,0,O-90-175-3-7-3
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,03,BWEEMA,007,LWAJJE,04,KASERERE,144,2,31,0,0,1,0,0,64,101,98,3,0,0,0,O-90-175-3-7-4
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,002,BUWANGA,01,BUKULA PENTECOSTAL CHURCH,432,0,29,1,0,1,0,0,102,145,133,12,0,0,0,O-90-175-4-2-1
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,002,BUWANGA,02,MUBAALE,459,0,83,0,0,6,0,0,63,164,152,12,0,0,0,O-90-175-4-2-2
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,002,BUWANGA,03,KASAALI,385,0,49,1,0,0,0,1,35,87,86,1,0,0,0,O-90-175-4-2-3
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,002,BUWANGA,04,TOJJWE,452,1,40,0,0,0,0,0,116,161,157,4,0,0,0,O-90-175-4-2-4
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,002,BUWANGA,05,NVUZA,168,0,11,1,0,0,0,0,30,43,42,1,0,0,0,O-90-175-4-2-5
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,002,BUWANGA,07,KITIKO,244,0,28,0,0,0,0,0,81,110,109,1,0,0,0,O-90-175-4-2-7
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,009,LUUFU,01,LUKALE,593,0,36,1,0,1,1,0,137,213,176,37,0,0,0,O-90-175-4-9-1
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,009,LUUFU,02,BUKINAALWA,423,0,41,0,0,0,0,0,98,149,139,10,0,0,0,O-90-175-4-9-2
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,009,LUUFU,05,LUUFU,333,0,56,0,0,1,1,0,161,229,219,10,0,0,0,O-90-175-4-9-5
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,009,LUUFU,06,YUBWE,174,0,15,3,0,2,0,0,50,74,70,4,0,0,0,O-90-175-4-9-6
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,009,LUUFU,09,BULUGULU,664,0,29,0,0,1,0,1,208,250,239,11,1,0,0,O-90-175-4-9-9
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,010,MAGYO,02,MAGYO,659,0,56,4,0,13,0,1,254,332,328,4,0,0,0,O-90-175-4-10-2
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,010,MAGYO,04,KAKEJJE,256,1,51,2,0,4,0,0,73,138,131,7,0,0,0,O-90-175-4-10-4
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,012,NAMITI,02,KIREWE,566,0,97,0,0,1,1,0,120,234,219,15,2,0,0,O-90-175-4-12-2
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,012,NAMITI,03,MAKALAGA,73,0,13,0,0,0,0,0,8,22,21,1,0,0,0,O-90-175-4-12-3
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,012,NAMITI,04,NAMITI,478,1,49,0,0,0,1,1,75,132,127,5,0,0,0,O-90-175-4-12-4
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,012,NAMITI,07,LABOLO,107,0,8,0,0,0,0,0,16,25,24,1,0,0,0,O-90-175-4-12-7
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,012,NAMITI,10,LUBYA (A ? M) ? AT LUTUNTU,498,2,89,2,0,2,1,0,96,197,192,5,1,0,0,O-90-175-4-12-10
090,BUVUMA,175,BUVUMA ISLANDS COUNTY,04,NAIRAMBI,012,NAMITI,11,LUBYA (N ? Z) ? AT KIGANDA,598,0,68,0,0,0,3,0,94,169,165,4,1,0,0,O-90-175-4-12-11
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,001,BUGAYA,01,BULEGEYA BOREHOLE,"1,010",3,45,0,3,4,0,1,457,518,513,5,1,0,0,O-83-217-1-1-1
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,001,BUGAYA,02,NALWOSE P. SCHOOL,"1,098",2,124,1,2,3,1,5,412,570,550,20,0,0,0,O-83-217-1-1-2
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,001,BUGAYA,03,BUSEMBERA/B UWAIDHAENO,558,1,40,0,2,3,0,1,302,361,349,12,0,0,0,O-83-217-1-1-3
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,001,BUGAYA,04,BUGAYA S/C HQRS,879,3,55,0,1,3,0,3,394,476,459,17,0,0,0,O-83-217-1-1-4
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,001,BUGAYA,05,NALUWERERE T C,332,0,23,0,0,2,1,0,221,260,247,13,0,0,0,O-83-217-1-1-5
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,001,BUGAYA,06,KIGWERI BORE HOLE,437,2,36,0,0,1,0,1,305,350,345,5,1,0,0,O-83-217-1-1-6
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,002,BUTASWA,01,BUTASWA VARIETY TRIAL CENTRE,393,0,45,0,0,3,0,0,206,258,254,4,0,0,0,O-83-217-1-2-1
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,002,BUTASWA,02,BUTASWA PRI SCH,561,0,41,0,1,2,2,2,279,333,327,6,0,0,0,O-83-217-1-2-2
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,002,BUTASWA,03,NAMULIKYA P/S,506,0,20,1,0,4,1,0,310,340,336,4,2,0,0,O-83-217-1-2-3
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,002,BUTASWA,04,BUTASWA III CATHOLIC CHURCH,351,0,20,0,1,0,0,0,156,191,177,14,0,0,0,O-83-217-1-2-4
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,003,GUMPI,01,GUMPI PRI SCH,651,0,49,0,1,0,0,1,282,347,333,14,0,0,0,O-83-217-1-3-1
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,003,GUMPI,02,NAMWENDW A T.C,639,0,43,1,0,1,0,2,534,600,581,19,0,0,0,O-83-217-1-3-2
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,003,GUMPI,03,INNULA T.C,673,1,25,0,1,0,1,1,446,485,475,10,0,0,0,O-83-217-1-3-3
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,003,GUMPI,04,INNULA CATHOLIC PRI SCH,518,0,47,2,3,0,0,2,249,310,303,7,0,0,0,O-83-217-1-3-4
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,003,GUMPI,05,KIMBAYA T.C,607,2,28,0,0,1,0,1,376,427,408,19,1,0,0,O-83-217-1-3-5
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,003,GUMPI,06,LUKOTAIME PRI SCH,385,2,47,0,1,0,0,1,188,255,239,16,0,0,0,O-83-217-1-3-6
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,003,GUMPI,07,BUSUMBA BORE HOLE,395,1,24,1,0,3,0,0,234,270,263,7,0,0,0,O-83-217-1-3-7
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,004,GWASE,01,GWASE PRI SCH,854,1,1,71,1,1,1,0,381,473,457,16,0,0,0,O-83-217-1-4-1
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,004,GWASE,02,KIRIMBI,738,1,62,2,3,2,1,1,349,435,421,14,0,0,0,O-83-217-1-4-2
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,004,GWASE,03,KYABAZAALA T.C,706,1,51,1,0,5,0,0,291,370,349,21,0,0,0,O-83-217-1-4-3
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,004,GWASE,04,BUBEEKO BH,185,0,21,1,1,1,0,0,89,113,113,0,4,0,0,O-83-217-1-4-4
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,005,KITUKIRO,01,KITUKIRO PRI SCH,524,2,36,0,0,17,1,0,324,396,380,16,1,0,0,O-83-217-1-5-1
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,005,KITUKIRO,02,KITUKIRO JUNCTION,720,0,38,0,1,4,0,2,290,352,335,17,0,0,0,O-83-217-1-5-2
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,005,KITUKIRO,03,KITUKIRO JUNCTION A,722,1,52,0,2,8,0,0,250,320,313,7,0,0,0,O-83-217-1-5-3
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,033,NABITULA,01,KYEYA T.C,728,0,32,0,2,0,2,1,386,437,423,14,0,0,0,O-83-217-1-33-1
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,033,NABITULA,02,BUBEEKO BORE HOLE,514,0,70,1,3,9,0,1,196,294,280,14,0,0,0,O-83-217-1-33-2
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,033,NABITULA,03,KAKOGE T/C,281,0,24,0,0,1,0,0,169,201,194,7,1,0,0,O-83-217-1-33-3
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,006,NAMUSIKIZI,01,BULUBAALE HEALTH CENTRE,510,1,45,1,0,0,0,0,215,279,262,17,0,0,0,O-83-217-1-6-1
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,006,NAMUSIKIZI,02,BUGUNDULYA TC,513,0,33,1,2,1,0,0,225,266,262,4,1,0,0,O-83-217-1-6-2
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,006,NAMUSIKIZI,03,STAR MWANA PRI SCH,535,0,44,0,0,0,1,1,245,296,291,5,0,0,0,O-83-217-1-6-3
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,006,NAMUSIKIZI,04,NAMUKUNYU PRI SCH,600,2,47,1,1,2,1,0,267,328,321,7,1,0,0,O-83-217-1-6-4
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,006,NAMUSIKIZI,05,BUSAAMA TC,442,1,14,0,1,0,0,1,278,298,295,3,3,0,0,O-83-217-1-6-5
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,006,NAMUSIKIZI,06,BUTUBI TC,406,0,13,0,0,0,0,1,246,277,260,17,1,0,0,O-83-217-1-6-6
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,006,NAMUSIKIZI,07,BUDOOGO TC,431,1,34,1,0,0,0,0,370,414,406,8,0,0,0,O-83-217-1-6-7
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,007,NGANDHO,01,NGANDHO  PRI SCH,697,0,60,1,0,2,1,3,346,421,413,8,0,0,0,O-83-217-1-7-1
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,007,NGANDHO,02,BUYAMBA PRI SCH,717,1,45,1,3,0,0,1,481,542,532,10,6,0,0,O-83-217-1-7-2
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,007,NGANDHO,03,BUSEMBYA,283,0,25,0,0,1,1,0,163,195,190,5,0,0,0,O-83-217-1-7-3
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,007,NGANDHO,04,BUKWANGA/B USANO,178,0,21,0,0,0,0,0,99,120,120,0,0,0,0,O-83-217-1-7-4
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,008,WANDHAGO,01,BUGE BUYEGA,349,0,33,0,2,0,0,0,166,214,201,13,0,0,0,O-83-217-1-8-1
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,008,WANDHAGO,02,BULANGIRA BUSOOKO,267,1,16,0,0,0,0,0,133,153,150,3,0,0,0,O-83-217-1-8-2
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,008,WANDHAGO,03,BUSUSWA BUGONDA,574,1,32,0,0,2,0,1,267,327,303,24,0,0,0,O-83-217-1-8-3
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,008,WANDHAGO,04,BUGONDA BUGAGA,816,1,60,1,1,2,1,2,334,413,402,11,0,0,0,O-83-217-1-8-4
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,008,WANDHAGO,05,BAGAYA BOREHOLE,228,0,20,0,0,2,0,3,115,148,140,8,0,0,0,O-83-217-1-8-5
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,008,WANDHAGO,06,BUSOOKO? BUYEGA,564,0,40,2,2,0,1,1,288,343,334,9,1,0,0,O-83-217-1-8-6
083,BUYENDE,217,BUDIOPE EAST COUNTY,01,BUGAYA,008,WANDHAGO,07,BUKOZA BUKOSE,337,1,15,0,0,2,1,0,143,170,162,8,0,0,0,O-83-217-1-8-7
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,016,BUKUTULA,01,MPUNDE TRADING C.,767,1,50,0,1,2,1,1,430,500,486,14,0,0,0,O-83-217-3-16-1
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,016,BUKUTULA,02,KYANJADE NAKALONGO,690,0,12,0,0,1,1,2,523,549,539,10,1,0,0,O-83-217-3-16-2
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,016,BUKUTULA,03,BUKUTULA PARISH HQRS,506,3,42,0,0,4,0,1,346,408,396,12,0,0,0,O-83-217-3-16-3
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,016,BUKUTULA,04,IGALAZA PRI SCH,466,3,35,1,1,0,1,3,338,400,382,18,0,0,0,O-83-217-3-16-4
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,016,BUKUTULA,05,IGALAZA ROCK FREEDOM TREE,394,0,32,0,1,1,2,0,261,304,297,7,1,0,0,O-83-217-3-16-5
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,016,BUKUTULA,06,ISUBI FREEDOM TREE,298,0,16,0,0,2,0,0,264,292,282,10,0,0,0,O-83-217-3-16-6
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,017,BUMUGOLI,01,KAMUGOYA PRI SCH,774,2,32,1,0,4,0,2,701,754,742,12,0,0,0,O-83-217-3-17-1
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,017,BUMUGOLI,02,BUMOGOLI,512,3,16,0,2,0,1,1,384,437,407,30,0,0,0,O-83-217-3-17-2
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,017,BUMUGOLI,03,NAKAWOLO,463,0,9,0,0,1,0,1,384,407,395,12,0,0,0,O-83-217-3-17-3
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,018,IRUNDU,01,IRUNDU TOWNSHIP PRI SCH,637,1,54,1,0,8,2,0,515,598,581,17,1,0,0,O-83-217-3-18-1
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,018,IRUNDU,02,IRUNDU CATHOLIC PRI SCH,480,0,77,0,0,5,0,0,320,428,402,26,3,0,0,O-83-217-3-18-2
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,018,IRUNDU,03,IRUNDU SININI T/C,594,0,24,1,3,0,0,1,528,570,557,13,0,0,0,O-83-217-3-18-3
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,018,IRUNDU,04,NAMUNYINGI,538,2,62,0,0,6,1,1,422,499,494,5,1,0,0,O-83-217-3-18-4
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,018,IRUNDU,05,NKODOKODO,599,0,38,0,1,4,0,0,424,484,467,17,0,0,0,O-83-217-3-18-5
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,019,IYINGO,01,IYINGO PR. SCHOOL,836,4,33,1,3,2,2,3,487,560,535,25,1,0,0,O-83-217-3-19-1
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,019,IYINGO,02,BUYUMBA MUWOLO,"1,020",2,65,3,1,0,0,1,556,661,628,33,0,0,0,O-83-217-3-19-2
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,019,IYINGO,03,KASANGA CHURCH/KASA NGA,201,2,8,0,0,0,0,1,140,159,151,8,1,0,0,O-83-217-3-19-3
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,019,IYINGO,04,IGWAYA CORNER/IGWA YA,389,0,15,0,1,1,0,1,289,315,307,8,0,0,0,O-83-217-3-19-4
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,020,KABUKYE,01,KAKIRA/KAKIR A,415,0,11,1,0,0,0,1,284,315,297,18,0,0,0,O-83-217-3-20-1
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,020,KABUKYE,02,BUSIGE CENTRE,555,0,44,0,0,1,0,1,441,492,487,5,1,0,0,O-83-217-3-20-2
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,020,KABUKYE,03,NGOLE CHURCH / NGOLE,442,2,28,2,2,1,0,3,256,302,294,8,0,0,0,O-83-217-3-20-3
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,020,KABUKYE,04,NGOLE CHURCH,672,0,47,1,0,1,0,0,324,404,373,31,2,0,0,O-83-217-3-20-4
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,020,KABUKYE,05,NSOMBA PRI SCH,565,0,25,1,0,4,0,1,374,418,405,13,0,0,0,O-83-217-3-20-5
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,020,KABUKYE,06,KAMULI CENTRE,409,0,27,0,1,2,0,1,247,286,278,8,4,0,0,O-83-217-3-20-6
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,021,KAGULU,01,KAGULU PRI SCH,742,0,43,0,0,0,0,2,577,665,622,43,3,0,0,O-83-217-3-21-1
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,021,KAGULU,02,KIRIMWA MARKET,702,4,37,2,0,3,0,0,400,457,446,11,1,0,0,O-83-217-3-21-2
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,021,KAGULU,03,MIRU PRI SCH,899,0,79,2,0,1,0,0,775,866,857,9,1,0,0,O-83-217-3-21-3
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,021,KAGULU,04,MIRU II PRI SCH,486,1,36,0,0,1,0,2,349,407,389,18,0,0,0,O-83-217-3-21-4
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,021,KAGULU,05,MULALI CATH CHURCH,936,0,44,1,1,1,0,1,554,612,602,10,2,0,0,O-83-217-3-21-5
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,021,KAGULU,06,IGWAYA,492,1,21,0,0,3,0,0,265,303,290,13,0,0,0,O-83-217-3-21-6
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,021,KAGULU,07,KINAMAGIIRA T/C,367,0,20,0,2,2,0,0,282,322,306,16,1,0,0,O-83-217-3-21-7
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,022,NKOONE,01,BUTOOLI APOSTLES CHURCH,492,0,22,0,0,1,0,0,460,489,483,6,2,0,0,O-83-217-3-22-1
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,022,NKOONE,02,BULUNDA FREEDOM TREE,490,1,12,2,1,0,1,3,424,452,444,8,1,0,0,O-83-217-3-22-2
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,022,NKOONE,03,BUKYAALA BH FREEDOM TREE,409,3,15,0,0,2,0,1,380,409,401,8,0,0,0,O-83-217-3-22-3
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,022,NKOONE,04,BUPYOKO PRI SCH,380,0,13,0,0,0,0,0,352,372,365,7,0,0,0,O-83-217-3-22-4
083,BUYENDE,217,BUDIOPE EAST COUNTY,03,KAGULU,022,NKOONE,05,BUDIPA CENTRE,564,2,47,0,0,2,0,2,425,480,478,2,0,0,0,O-83-217-3-22-5
083,BUYENDE,069,BUDIOPE WEST COUNTY,02,BUYENDE,032,IKANDA,04,IKANDA P. S.,962,3,43,0,5,1,1,2,513,594,568,26,0,0,0,O-83-69-2-32-4
083,BUYENDE,069,BUDIOPE WEST COUNTY,02,BUYENDE,032,IKANDA,05,BULONDE T.C,413,0,22,0,0,1,1,0,282,325,306,19,0,0,0,O-83-69-2-32-5
083,BUYENDE,069,BUDIOPE WEST COUNTY,02,BUYENDE,032,IKANDA,06,IGOMERO T.C,444,1,16,0,0,0,0,0,295,322,312,10,0,0,0,O-83-69-2-32-6
083,BUYENDE,069,BUDIOPE WEST COUNTY,02,BUYENDE,032,IKANDA,07,KALAMBO T.C,477,1,33,1,0,1,0,0,274,330,310,20,0,0,0,O-83-69-2-32-7
083,BUYENDE,069,BUDIOPE WEST COUNTY,02,BUYENDE,011,MANGO,01,MANGO PRI SCH,544,1,29,1,3,1,0,1,347,387,383,4,1,0,0,O-83-69-2-11-1
083,BUYENDE,069,BUDIOPE WEST COUNTY,02,BUYENDE,011,MANGO,02,IGOOLA PRI SCH,426,1,39,2,0,0,0,0,257,307,299,8,0,0,0,O-83-69-2-11-2
